parent;verbatim;type;edited;source
Bryum atropurpureum;Bryum atropurpureum x murales;formula;Bryum atropurpureum × murales;gbif checklists
Bryum murales;Bryum atropurpureum x murales;formula;Bryum atropurpureum × murales;gbif checklists
Rubus canadensis;Rubus canadensis × plicatifolius;formula;Rubus canadensis × plicatifolius;gbif checklists
Rubus plicatifolius;Rubus canadensis × plicatifolius;formula;Rubus canadensis × plicatifolius;gbif checklists
Rumex aquaticus;Rumex aquaticus x conglomeratus;formula;Rumex aquaticus × conglomeratus;gbif checklists
Rumex conglomeratus;Rumex aquaticus x conglomeratus;formula;Rumex aquaticus × conglomeratus;gbif checklists
Persicaria hydropiper;Persicaria hydropiper x maculosa;formula;Persicaria hydropiper × maculosa;gbif checklists
Persicaria hydropiper;Persicaria hydropiper × maculosa;formula;Persicaria hydropiper × maculosa;gbif checklists
Persicaria maculosa;Persicaria hydropiper x maculosa;formula;Persicaria hydropiper × maculosa;gbif checklists
Persicaria maculosa;Persicaria hydropiper × maculosa;formula;Persicaria hydropiper × maculosa;gbif checklists
Persicaria hydropiper;Persicaria hydropiper × maculosa ssp. maculosa;formula;Persicaria hydropiper × maculosa subsp. maculosa;gbif checklists
Persicaria hydropiper;Persicaria hydropiper × maculosa subsp. maculosa;formula;Persicaria hydropiper × maculosa subsp. maculosa;gbif checklists
Persicaria hydropiper;Persicaria hydropiper x maculosa subsp. maculosa;formula;Persicaria hydropiper × maculosa subsp. maculosa;gbif checklists
Persicaria hydropiper;Persicaria hydropiper x maculosa ssp. maculosa;formula;Persicaria hydropiper × maculosa subsp. maculosa;gbif checklists
Persicaria maculosa subsp. maculosa;Persicaria hydropiper × maculosa ssp. maculosa;formula;Persicaria hydropiper × maculosa subsp. maculosa;gbif checklists
Persicaria maculosa subsp. maculosa;Persicaria hydropiper × maculosa subsp. maculosa;formula;Persicaria hydropiper × maculosa subsp. maculosa;gbif checklists
Persicaria maculosa subsp. maculosa;Persicaria hydropiper x maculosa subsp. maculosa;formula;Persicaria hydropiper × maculosa subsp. maculosa;gbif checklists
Persicaria maculosa subsp. maculosa;Persicaria hydropiper x maculosa ssp. maculosa;formula;Persicaria hydropiper × maculosa subsp. maculosa;gbif checklists
Rosa glauca;Rosa glauca x tomentosa;formula;Rosa glauca × tomentosa;gbif checklists
Rosa tomentosa;Rosa glauca x tomentosa;formula;Rosa glauca × tomentosa;gbif checklists
Pilosella peleteriana;Pilosella peleteriana x Pilosella corymbuloides;formula;Pilosella peleteriana × Pilosella corymbuloides;gbif checklists
Pilosella corymbuloides;Pilosella peleteriana x Pilosella corymbuloides;formula;Pilosella peleteriana × Pilosella corymbuloides;gbif checklists
Schoenoplectus acutus var. acutus;Schoenoplectus acutus var. acutus × Schoenoplectus tabernaemontani;formula;Schoenoplectus acutus var. acutus × Schoenoplectus tabernaemontani;gbif checklists
Schoenoplectus tabernaemontani;Schoenoplectus acutus var. acutus × Schoenoplectus tabernaemontani;formula;Schoenoplectus acutus var. acutus × Schoenoplectus tabernaemontani;gbif checklists
Juncus articulatus;Juncus articulatus x bulbosus;formula;Juncus articulatus × bulbosus;gbif checklists
Juncus articulatus;Juncus articulatus × bulbosus;formula;Juncus articulatus × bulbosus;gbif checklists
Juncus bulbosus;Juncus articulatus x bulbosus;formula;Juncus articulatus × bulbosus;gbif checklists
Juncus bulbosus;Juncus articulatus × bulbosus;formula;Juncus articulatus × bulbosus;gbif checklists
Salix aurita;Salix aurita x herbacea;formula;Salix aurita × herbacea;gbif checklists
Salix aurita;Salix aurita × herbacea;formula;Salix aurita × herbacea;gbif checklists
Salix herbacea;Salix aurita x herbacea;formula;Salix aurita × herbacea;gbif checklists
Salix herbacea;Salix aurita × herbacea;formula;Salix aurita × herbacea;gbif checklists
Huperzia continentalis;Huperzia continentalis × Huperzia selago;formula;Huperzia continentalis × Huperzia selago;gbif checklists
Huperzia selago;Huperzia continentalis × Huperzia selago;formula;Huperzia continentalis × Huperzia selago;gbif checklists
Draba alpina;Draba alpina x lactea;formula;Draba alpina × lactea;gbif checklists
Draba alpina;Draba alpina × lactea;formula;Draba alpina × lactea;gbif checklists
Draba lactea;Draba alpina x lactea;formula;Draba alpina × lactea;gbif checklists
Draba lactea;Draba alpina × lactea;formula;Draba alpina × lactea;gbif checklists
Asplenium murbeckii;Asplenium murbeckii x septentrionale;formula;Asplenium murbeckii × septentrionale;gbif checklists
Asplenium septentrionale;Asplenium murbeckii x septentrionale;formula;Asplenium murbeckii × septentrionale;gbif checklists
Sisymbrium loeselii;Sisymbrium loeselii x officinale;formula;Sisymbrium loeselii × officinale;gbif checklists
Sisymbrium loeselii;Sisymbrium loeselii × officinale;formula;Sisymbrium loeselii × officinale;gbif checklists
Sisymbrium officinale;Sisymbrium loeselii x officinale;formula;Sisymbrium loeselii × officinale;gbif checklists
Sisymbrium officinale;Sisymbrium loeselii × officinale;formula;Sisymbrium loeselii × officinale;gbif checklists
Dicranum muehlenbeckii;Dicranum muehlenbeckii x scoparium;formula;Dicranum muehlenbeckii × scoparium;gbif checklists
Dicranum scoparium;Dicranum muehlenbeckii x scoparium;formula;Dicranum muehlenbeckii × scoparium;gbif checklists
Pilosella cymosa subsp. cymosa;Pilosella cymosa ssp. cymosa × lactucella;formula;Pilosella cymosa subsp. cymosa × lactucella;gbif checklists
Pilosella cymosa subsp. cymosa;Pilosella cymosa subsp. cymosa × lactucella;formula;Pilosella cymosa subsp. cymosa × lactucella;gbif checklists
Pilosella cymosa subsp. cymosa;Pilosella cymosa ssp. cymosa x lactucella;formula;Pilosella cymosa subsp. cymosa × lactucella;gbif checklists
Pilosella cymosa subsp. cymosa;Pilosella cymosa subsp. cymosa x lactucella;formula;Pilosella cymosa subsp. cymosa × lactucella;gbif checklists
Pilosella lactucella;Pilosella cymosa ssp. cymosa × lactucella;formula;Pilosella cymosa subsp. cymosa × lactucella;gbif checklists
Pilosella lactucella;Pilosella cymosa subsp. cymosa × lactucella;formula;Pilosella cymosa subsp. cymosa × lactucella;gbif checklists
Pilosella lactucella;Pilosella cymosa ssp. cymosa x lactucella;formula;Pilosella cymosa subsp. cymosa × lactucella;gbif checklists
Pilosella lactucella;Pilosella cymosa subsp. cymosa x lactucella;formula;Pilosella cymosa subsp. cymosa × lactucella;gbif checklists
Ophrys lutea;Ophrys lutea x Ophrys marmorata;formula;Ophrys lutea × Ophrys marmorata;gbif checklists
Ophrys marmorata;Ophrys lutea x Ophrys marmorata;formula;Ophrys lutea × Ophrys marmorata;gbif checklists
Carex castanea;Carex castanea × Carex debilis;formula;Carex castanea × Carex debilis;gbif checklists
Carex debilis;Carex castanea × Carex debilis;formula;Carex castanea × Carex debilis;gbif checklists
Salix herbacea;Salix herbacea x repens subsp. repens;formula;Salix herbacea × repens subsp. repens;gbif checklists
Salix herbacea;Salix herbacea × repens ssp. repens;formula;Salix herbacea × repens subsp. repens;gbif checklists
Salix herbacea;Salix herbacea × repens subsp. repens;formula;Salix herbacea × repens subsp. repens;gbif checklists
Salix herbacea;Salix herbacea x repens ssp. repens;formula;Salix herbacea × repens subsp. repens;gbif checklists
Salix repens subsp. repens;Salix herbacea x repens subsp. repens;formula;Salix herbacea × repens subsp. repens;gbif checklists
Salix repens subsp. repens;Salix herbacea × repens ssp. repens;formula;Salix herbacea × repens subsp. repens;gbif checklists
Salix repens subsp. repens;Salix herbacea × repens subsp. repens;formula;Salix herbacea × repens subsp. repens;gbif checklists
Salix repens subsp. repens;Salix herbacea x repens ssp. repens;formula;Salix herbacea × repens subsp. repens;gbif checklists
Phyteuma nigrum;Phyteuma nigrum x spicatum ssp. spicatum;formula;Phyteuma nigrum × spicatum subsp. spicatum;gbif checklists
Phyteuma nigrum;Phyteuma nigrum × spicatum subsp. spicatum;formula;Phyteuma nigrum × spicatum subsp. spicatum;gbif checklists
Phyteuma nigrum;Phyteuma nigrum × spicatum ssp. spicatum;formula;Phyteuma nigrum × spicatum subsp. spicatum;gbif checklists
Phyteuma nigrum;Phyteuma nigrum x spicatum subsp. spicatum;formula;Phyteuma nigrum × spicatum subsp. spicatum;gbif checklists
Phyteuma spicatum subsp. spicatum;Phyteuma nigrum x spicatum ssp. spicatum;formula;Phyteuma nigrum × spicatum subsp. spicatum;gbif checklists
Phyteuma spicatum subsp. spicatum;Phyteuma nigrum × spicatum subsp. spicatum;formula;Phyteuma nigrum × spicatum subsp. spicatum;gbif checklists
Phyteuma spicatum subsp. spicatum;Phyteuma nigrum × spicatum ssp. spicatum;formula;Phyteuma nigrum × spicatum subsp. spicatum;gbif checklists
Phyteuma spicatum subsp. spicatum;Phyteuma nigrum x spicatum subsp. spicatum;formula;Phyteuma nigrum × spicatum subsp. spicatum;gbif checklists
Rosa pendulina;Rosa pendulina × pimpinellifolia;formula;Rosa pendulina × pimpinellifolia;gbif checklists
Rosa pimpinellifolia;Rosa pendulina × pimpinellifolia;formula;Rosa pendulina × pimpinellifolia;gbif checklists
Centaurea jacea;Centaurea jacea x microptilon;formula;Centaurea jacea × microptilon;gbif checklists
Centaurea jacea;Centaurea jacea × microptilon;formula;Centaurea jacea × microptilon;gbif checklists
Centaurea microptilon;Centaurea jacea x microptilon;formula;Centaurea jacea × microptilon;gbif checklists
Centaurea microptilon;Centaurea jacea × microptilon;formula;Centaurea jacea × microptilon;gbif checklists
Cirsium palustre;Cirsium palustre x tuberosum;formula;Cirsium palustre × tuberosum;gbif checklists
Cirsium tuberosum;Cirsium palustre x tuberosum;formula;Cirsium palustre × tuberosum;gbif checklists
Spergularia rubra;Spergularia rubra x salina;formula;Spergularia rubra × salina;gbif checklists
Spergularia salina;Spergularia rubra x salina;formula;Spergularia rubra × salina;gbif checklists
Salix caprea subsp. caprea;Salix caprea ssp. caprea x cinerea ssp. oleifolia;formula;Salix caprea subsp. caprea × cinerea subsp. oleifolia;gbif checklists
Salix caprea subsp. caprea;Salix caprea subsp. caprea × cinerea subsp. oleifolia;formula;Salix caprea subsp. caprea × cinerea subsp. oleifolia;gbif checklists
Salix caprea subsp. caprea;Salix caprea subsp. caprea x cinerea subsp. oleifolia;formula;Salix caprea subsp. caprea × cinerea subsp. oleifolia;gbif checklists
Salix caprea subsp. caprea;Salix caprea ssp. caprea × cinerea ssp. oleifolia;formula;Salix caprea subsp. caprea × cinerea subsp. oleifolia;gbif checklists
Salix cinerea subsp. oleifolia;Salix caprea ssp. caprea x cinerea ssp. oleifolia;formula;Salix caprea subsp. caprea × cinerea subsp. oleifolia;gbif checklists
Salix cinerea subsp. oleifolia;Salix caprea subsp. caprea × cinerea subsp. oleifolia;formula;Salix caprea subsp. caprea × cinerea subsp. oleifolia;gbif checklists
Salix cinerea subsp. oleifolia;Salix caprea subsp. caprea x cinerea subsp. oleifolia;formula;Salix caprea subsp. caprea × cinerea subsp. oleifolia;gbif checklists
Salix cinerea subsp. oleifolia;Salix caprea ssp. caprea × cinerea ssp. oleifolia;formula;Salix caprea subsp. caprea × cinerea subsp. oleifolia;gbif checklists
Salix atrocinerea;Salix atrocinerea × caprea subsp. caprea;formula;Salix atrocinerea × caprea subsp. caprea;gbif checklists
Salix atrocinerea;Salix atrocinerea x caprea ssp. caprea;formula;Salix atrocinerea × caprea subsp. caprea;gbif checklists
Salix atrocinerea;Salix atrocinerea x caprea subsp. caprea;formula;Salix atrocinerea × caprea subsp. caprea;gbif checklists
Salix atrocinerea;Salix atrocinerea × caprea ssp. caprea;formula;Salix atrocinerea × caprea subsp. caprea;gbif checklists
Salix caprea subsp. caprea;Salix atrocinerea × caprea subsp. caprea;formula;Salix atrocinerea × caprea subsp. caprea;gbif checklists
Salix caprea subsp. caprea;Salix atrocinerea x caprea ssp. caprea;formula;Salix atrocinerea × caprea subsp. caprea;gbif checklists
Salix caprea subsp. caprea;Salix atrocinerea x caprea subsp. caprea;formula;Salix atrocinerea × caprea subsp. caprea;gbif checklists
Salix caprea subsp. caprea;Salix atrocinerea × caprea ssp. caprea;formula;Salix atrocinerea × caprea subsp. caprea;gbif checklists
Carex canescens;Carex canescens x echinata;formula;Carex canescens × echinata;gbif checklists
Carex canescens;Carex canescens × echinata;formula;Carex canescens × echinata;gbif checklists
Carex echinata;Carex canescens x echinata;formula;Carex canescens × echinata;gbif checklists
Carex echinata;Carex canescens × echinata;formula;Carex canescens × echinata;gbif checklists
Rumex longifolius;Rumex longifolius x stenophyllus;formula;Rumex longifolius × stenophyllus;gbif checklists
Rumex longifolius;Rumex longifolius × stenophyllus;formula;Rumex longifolius × stenophyllus;gbif checklists
Rumex stenophyllus;Rumex longifolius x stenophyllus;formula;Rumex longifolius × stenophyllus;gbif checklists
Rumex stenophyllus;Rumex longifolius × stenophyllus;formula;Rumex longifolius × stenophyllus;gbif checklists
Draba fladnizensis;Draba fladnizensis x siliquosa;formula;Draba fladnizensis × siliquosa;gbif checklists
Draba siliquosa;Draba fladnizensis x siliquosa;formula;Draba fladnizensis × siliquosa;gbif checklists
Carex recta;Carex recta × Carex stricta;formula;Carex recta × Carex stricta;gbif checklists
Carex stricta;Carex recta × Carex stricta;formula;Carex recta × Carex stricta;gbif checklists
Salix aurita;Salix aurita x lapponum;formula;Salix aurita × lapponum;gbif checklists
Salix aurita;Salix aurita × lapponum;formula;Salix aurita × lapponum;gbif checklists
Salix lapponum;Salix aurita x lapponum;formula;Salix aurita × lapponum;gbif checklists
Salix lapponum;Salix aurita × lapponum;formula;Salix aurita × lapponum;gbif checklists
Geum quellyon;Geum quellyon x rivale;formula;Geum quellyon × rivale;gbif checklists
Geum quellyon;Geum quellyon × rivale;formula;Geum quellyon × rivale;gbif checklists
Geum rivale;Geum quellyon x rivale;formula;Geum quellyon × rivale;gbif checklists
Geum rivale;Geum quellyon × rivale;formula;Geum quellyon × rivale;gbif checklists
Carex otrubae;Carex otrubae x remota;formula;Carex otrubae × remota;gbif checklists
Carex remota;Carex otrubae x remota;formula;Carex otrubae × remota;gbif checklists
Galium aparine;Galium aparine x spurium subsp. vaillantii;formula;Galium aparine × spurium subsp. vaillantii;gbif checklists
Galium aparine;Galium aparine × spurium subsp. vaillantii;formula;Galium aparine × spurium subsp. vaillantii;gbif checklists
Galium spurium subsp. vaillantii;Galium aparine x spurium subsp. vaillantii;formula;Galium aparine × spurium subsp. vaillantii;gbif checklists
Galium spurium subsp. vaillantii;Galium aparine × spurium subsp. vaillantii;formula;Galium aparine × spurium subsp. vaillantii;gbif checklists
Dactylorhiza angustata;Dactylorhiza angustata x Dactylorhiza fuchsii;formula;Dactylorhiza angustata × Dactylorhiza fuchsii;gbif checklists
Dactylorhiza fuchsii;Dactylorhiza angustata x Dactylorhiza fuchsii;formula;Dactylorhiza angustata × Dactylorhiza fuchsii;gbif checklists
Centaurium erythraea;Centaurium erythraea x littorale;formula;Centaurium erythraea × littorale;gbif checklists
Centaurium erythraea;Centaurium erythraea × littorale;formula;Centaurium erythraea × littorale;gbif checklists
Centaurium littorale;Centaurium erythraea x littorale;formula;Centaurium erythraea × littorale;gbif checklists
Centaurium littorale;Centaurium erythraea × littorale;formula;Centaurium erythraea × littorale;gbif checklists
Sorbus aucuparia;Sorbus aucuparia x hybrida;formula;Sorbus aucuparia × hybrida;gbif checklists
Sorbus aucuparia;Sorbus aucuparia × hybrida;formula;Sorbus aucuparia × hybrida;gbif checklists
Sorbus hybrida;Sorbus aucuparia x hybrida;formula;Sorbus aucuparia × hybrida;gbif checklists
Sorbus hybrida;Sorbus aucuparia × hybrida;formula;Sorbus aucuparia × hybrida;gbif checklists
Salix bebbiana;Salix bebbiana × Salix petiolaris;formula;Salix bebbiana × Salix petiolaris;gbif checklists
Salix petiolaris;Salix bebbiana × Salix petiolaris;formula;Salix bebbiana × Salix petiolaris;gbif checklists
Thymus serpyllum subsp. serpyllum;Thymus serpyllum ssp. serpyllum x vulgaris;formula;Thymus serpyllum subsp. serpyllum × vulgaris;gbif checklists
Thymus serpyllum subsp. serpyllum;Thymus serpyllum ssp. serpyllum × vulgaris;formula;Thymus serpyllum subsp. serpyllum × vulgaris;gbif checklists
Thymus serpyllum subsp. serpyllum;Thymus serpyllum subsp. serpyllum x vulgaris;formula;Thymus serpyllum subsp. serpyllum × vulgaris;gbif checklists
Thymus serpyllum subsp. serpyllum;Thymus serpyllum subsp. serpyllum × vulgaris;formula;Thymus serpyllum subsp. serpyllum × vulgaris;gbif checklists
Thymus vulgaris;Thymus serpyllum ssp. serpyllum x vulgaris;formula;Thymus serpyllum subsp. serpyllum × vulgaris;gbif checklists
Thymus vulgaris;Thymus serpyllum ssp. serpyllum × vulgaris;formula;Thymus serpyllum subsp. serpyllum × vulgaris;gbif checklists
Thymus vulgaris;Thymus serpyllum subsp. serpyllum x vulgaris;formula;Thymus serpyllum subsp. serpyllum × vulgaris;gbif checklists
Thymus vulgaris;Thymus serpyllum subsp. serpyllum × vulgaris;formula;Thymus serpyllum subsp. serpyllum × vulgaris;gbif checklists
Thymus serpyllum;Thymus serpyllum × vulgaris;formula;Thymus serpyllum × vulgaris;gbif checklists
Thymus serpyllum;Thymus serpyllum x vulgaris;formula;Thymus serpyllum × vulgaris;gbif checklists
Thymus vulgaris;Thymus serpyllum × vulgaris;formula;Thymus serpyllum × vulgaris;gbif checklists
Thymus vulgaris;Thymus serpyllum x vulgaris;formula;Thymus serpyllum × vulgaris;gbif checklists
Physcomitrium serratum;Physcomitrium serratum x turbinatum;formula;Physcomitrium serratum × turbinatum;gbif checklists
Physcomitrium turbinatum;Physcomitrium serratum x turbinatum;formula;Physcomitrium serratum × turbinatum;gbif checklists
Stellaria borealis;Stellaria borealis x graminea;formula;Stellaria borealis × graminea;gbif checklists
Stellaria borealis;Stellaria borealis × graminea;formula;Stellaria borealis × graminea;gbif checklists
Stellaria graminea;Stellaria borealis x graminea;formula;Stellaria borealis × graminea;gbif checklists
Stellaria graminea;Stellaria borealis × graminea;formula;Stellaria borealis × graminea;gbif checklists
Salix purpurea;Salix purpurea x repens;formula;Salix purpurea × repens;gbif checklists
Salix repens;Salix purpurea x repens;formula;Salix purpurea × repens;gbif checklists
Plantago lanceolata;Plantago lanceolata x media;formula;Plantago lanceolata × media;gbif checklists
Plantago media;Plantago lanceolata x media;formula;Plantago lanceolata × media;gbif checklists
Conyza canadensis;Conyza canadensis x Erigeron acer ssp. acer;formula;Conyza canadensis × Erigeron acer subsp. acer;gbif checklists
Conyza canadensis;Conyza canadensis × Erigeron acer ssp. acer;formula;Conyza canadensis × Erigeron acer subsp. acer;gbif checklists
Erigeron acer subsp. acer;Conyza canadensis x Erigeron acer ssp. acer;formula;Conyza canadensis × Erigeron acer subsp. acer;gbif checklists
Erigeron acer subsp. acer;Conyza canadensis × Erigeron acer ssp. acer;formula;Conyza canadensis × Erigeron acer subsp. acer;gbif checklists
Conyza canadensis;Conyza canadensis × Erigeron acris subsp. acris;formula;Conyza canadensis × Erigeron acris subsp. acris;gbif checklists
Conyza canadensis;Conyza canadensis x Erigeron acris ssp. acris;formula;Conyza canadensis × Erigeron acris subsp. acris;gbif checklists
Conyza canadensis;Conyza canadensis x Erigeron acris subsp. acris;formula;Conyza canadensis × Erigeron acris subsp. acris;gbif checklists
Conyza canadensis;Conyza canadensis × Erigeron acris ssp. acris;formula;Conyza canadensis × Erigeron acris subsp. acris;gbif checklists
Erigeron acris subsp. acris;Conyza canadensis × Erigeron acris subsp. acris;formula;Conyza canadensis × Erigeron acris subsp. acris;gbif checklists
Erigeron acris subsp. acris;Conyza canadensis x Erigeron acris ssp. acris;formula;Conyza canadensis × Erigeron acris subsp. acris;gbif checklists
Erigeron acris subsp. acris;Conyza canadensis x Erigeron acris subsp. acris;formula;Conyza canadensis × Erigeron acris subsp. acris;gbif checklists
Erigeron acris subsp. acris;Conyza canadensis × Erigeron acris ssp. acris;formula;Conyza canadensis × Erigeron acris subsp. acris;gbif checklists
Salix caprea subsp. caprea;Salix caprea ssp. caprea x daphnoides ssp. daphnoides;formula;Salix caprea subsp. caprea × daphnoides subsp. daphnoides;gbif checklists
Salix caprea subsp. caprea;Salix caprea subsp. caprea × daphnoides subsp. daphnoides;formula;Salix caprea subsp. caprea × daphnoides subsp. daphnoides;gbif checklists
Salix caprea subsp. caprea;Salix caprea ssp. caprea × daphnoides ssp. daphnoides;formula;Salix caprea subsp. caprea × daphnoides subsp. daphnoides;gbif checklists
Salix caprea subsp. caprea;Salix caprea subsp. caprea x daphnoides subsp. daphnoides;formula;Salix caprea subsp. caprea × daphnoides subsp. daphnoides;gbif checklists
Salix daphnoides subsp. daphnoides;Salix caprea ssp. caprea x daphnoides ssp. daphnoides;formula;Salix caprea subsp. caprea × daphnoides subsp. daphnoides;gbif checklists
Salix daphnoides subsp. daphnoides;Salix caprea subsp. caprea × daphnoides subsp. daphnoides;formula;Salix caprea subsp. caprea × daphnoides subsp. daphnoides;gbif checklists
Salix daphnoides subsp. daphnoides;Salix caprea ssp. caprea × daphnoides ssp. daphnoides;formula;Salix caprea subsp. caprea × daphnoides subsp. daphnoides;gbif checklists
Salix daphnoides subsp. daphnoides;Salix caprea subsp. caprea x daphnoides subsp. daphnoides;formula;Salix caprea subsp. caprea × daphnoides subsp. daphnoides;gbif checklists
Carex brevior;Carex brevior × Carex foenea;formula;Carex brevior × Carex foenea;gbif checklists
Carex foenea;Carex brevior × Carex foenea;formula;Carex brevior × Carex foenea;gbif checklists
Diplazium tungurahuae;Diplazium tungurahuae x remotum;formula;Diplazium tungurahuae × remotum;gbif checklists
Diplazium remotum;Diplazium tungurahuae x remotum;formula;Diplazium tungurahuae × remotum;gbif checklists
Pimpinella major;Pimpinella major x saxifraga;formula;Pimpinella major × saxifraga;gbif checklists
Pimpinella saxifraga;Pimpinella major x saxifraga;formula;Pimpinella major × saxifraga;gbif checklists
Physcomitrium sphaericum;Physcomitrium sphaericum x physcomitrella patens;formula;Physcomitrium sphaericum × physcomitrella patens;gbif checklists
Physcomitrium physcomitrella patens;Physcomitrium sphaericum x physcomitrella patens;formula;Physcomitrium sphaericum × physcomitrella patens;gbif checklists
Euphrasia nemorosa;Euphrasia nemorosa x stricta var. brevipila;formula;Euphrasia nemorosa × stricta var. brevipila;gbif checklists
Euphrasia nemorosa;Euphrasia nemorosa × stricta var. brevipila;formula;Euphrasia nemorosa × stricta var. brevipila;gbif checklists
Euphrasia stricta var. brevipila;Euphrasia nemorosa x stricta var. brevipila;formula;Euphrasia nemorosa × stricta var. brevipila;gbif checklists
Euphrasia stricta var. brevipila;Euphrasia nemorosa × stricta var. brevipila;formula;Euphrasia nemorosa × stricta var. brevipila;gbif checklists
Potentilla intermedia;Potentilla intermedia x norvegica;formula;Potentilla intermedia × norvegica;gbif checklists
Potentilla intermedia;Potentilla intermedia × norvegica;formula;Potentilla intermedia × norvegica;gbif checklists
Potentilla norvegica;Potentilla intermedia x norvegica;formula;Potentilla intermedia × norvegica;gbif checklists
Potentilla norvegica;Potentilla intermedia × norvegica;formula;Potentilla intermedia × norvegica;gbif checklists
Carex demissa;Carex demissa x oederi var. bergrothii;formula;Carex demissa × oederi var. bergrothii;gbif checklists
Carex demissa;Carex demissa × oederi var. bergrothii;formula;Carex demissa × oederi var. bergrothii;gbif checklists
Carex oederi var. bergrothii;Carex demissa x oederi var. bergrothii;formula;Carex demissa × oederi var. bergrothii;gbif checklists
Carex oederi var. bergrothii;Carex demissa × oederi var. bergrothii;formula;Carex demissa × oederi var. bergrothii;gbif checklists
Aspidium aculeatum;Aspidium aculeatum x lonchitis;formula;Aspidium aculeatum × lonchitis;gbif checklists
Aspidium lonchitis;Aspidium aculeatum x lonchitis;formula;Aspidium aculeatum × lonchitis;gbif checklists
Trifolium aureum;Trifolium aureum x campestre;formula;Trifolium aureum × campestre;gbif checklists
Trifolium campestre;Trifolium aureum x campestre;formula;Trifolium aureum × campestre;gbif checklists
Dryopteris expansa;Dryopteris expansa x filix-mas;formula;Dryopteris expansa × filix-mas;gbif checklists
Dryopteris expansa;Dryopteris expansa × filix-mas;formula;Dryopteris expansa × filix-mas;gbif checklists
Dryopteris filix-mas;Dryopteris expansa x filix-mas;formula;Dryopteris expansa × filix-mas;gbif checklists
Dryopteris filix-mas;Dryopteris expansa × filix-mas;formula;Dryopteris expansa × filix-mas;gbif checklists
Dryopteris austriaca;Dryopteris austriaca x spinulosa;formula;Dryopteris austriaca × spinulosa;gbif checklists
Dryopteris spinulosa;Dryopteris austriaca x spinulosa;formula;Dryopteris austriaca × spinulosa;gbif checklists
Mahonia aquifolium;Mahonia aquifolium x repens;formula;Mahonia aquifolium × repens;gbif checklists
Mahonia repens;Mahonia aquifolium x repens;formula;Mahonia aquifolium × repens;gbif checklists
Pilosella aurantiaca;Pilosella aurantiaca x floribunda;formula;Pilosella aurantiaca × floribunda;gbif checklists
Pilosella aurantiaca;Pilosella aurantiaca × floribunda;formula;Pilosella aurantiaca × floribunda;gbif checklists
Pilosella floribunda;Pilosella aurantiaca x floribunda;formula;Pilosella aurantiaca × floribunda;gbif checklists
Pilosella floribunda;Pilosella aurantiaca × floribunda;formula;Pilosella aurantiaca × floribunda;gbif checklists
Pilosella aurantiaca;Pilosella aurantiaca × suecica;formula;Pilosella aurantiaca × suecica;gbif checklists
Pilosella aurantiaca;Pilosella aurantiaca x suecica;formula;Pilosella aurantiaca × suecica;gbif checklists
Pilosella suecica;Pilosella aurantiaca × suecica;formula;Pilosella aurantiaca × suecica;gbif checklists
Pilosella suecica;Pilosella aurantiaca x suecica;formula;Pilosella aurantiaca × suecica;gbif checklists
Funaria hygrometrica;Funaria hygrometrica x physcomitrium pyriforme;formula;Funaria hygrometrica × Physcomitrium pyriforme;gbif checklists
Physcomitrium pyriforme;Funaria hygrometrica x physcomitrium pyriforme;formula;Funaria hygrometrica × Physcomitrium pyriforme;gbif checklists
Asplenium ruta-muraria;Asplenium ruta muraria x cuneifolium;formula;Asplenium ruta-muraria × cuneifolium;gbif checklists
Asplenium cuneifolium;Asplenium ruta muraria x cuneifolium;formula;Asplenium ruta-muraria × cuneifolium;gbif checklists
Carex flava;Carex flava x oederi var. oederi;formula;Carex flava × oederi var. oederi;gbif checklists
Carex flava;Carex flava × oederi var. oederi;formula;Carex flava × oederi var. oederi;gbif checklists
Carex oederi var. oederi;Carex flava x oederi var. oederi;formula;Carex flava × oederi var. oederi;gbif checklists
Carex oederi var. oederi;Carex flava × oederi var. oederi;formula;Carex flava × oederi var. oederi;gbif checklists
Carex flava;Carex flava × viridula var. viridula;formula;Carex flava × viridula var. viridula;gbif checklists
Carex flava;Carex flava x viridula var. viridula;formula;Carex flava × viridula var. viridula;gbif checklists
Carex viridula var. viridula;Carex flava × viridula var. viridula;formula;Carex flava × viridula var. viridula;gbif checklists
Carex viridula var. viridula;Carex flava x viridula var. viridula;formula;Carex flava × viridula var. viridula;gbif checklists
Euphrasia frigida var. baltica;Euphrasia frigida var. baltica × stricta;formula;Euphrasia frigida var. baltica × stricta;gbif checklists
Euphrasia frigida var. baltica;Euphrasia frigida var. baltica x stricta;formula;Euphrasia frigida var. baltica × stricta;gbif checklists
Euphrasia stricta;Euphrasia frigida var. baltica × stricta;formula;Euphrasia frigida var. baltica × stricta;gbif checklists
Euphrasia stricta;Euphrasia frigida var. baltica x stricta;formula;Euphrasia frigida var. baltica × stricta;gbif checklists
Euphrasia stricta var. brevipila;Euphrasia stricta var. brevipila × wettsteinii var. baltica;formula;Euphrasia stricta var. brevipila × wettsteinii var. baltica;gbif checklists
Euphrasia stricta var. brevipila;Euphrasia stricta var. brevipila x wettsteinii var. baltica;formula;Euphrasia stricta var. brevipila × wettsteinii var. baltica;gbif checklists
Euphrasia wettsteinii var. baltica;Euphrasia stricta var. brevipila × wettsteinii var. baltica;formula;Euphrasia stricta var. brevipila × wettsteinii var. baltica;gbif checklists
